FILEID,STUSAB,SUMLEV,GEOVAR,GEOCOMP,CHARITER,CIFSN,LOGRECNO,GEOID,GEOCODE,REGION,DIVISION,STATE,STATENS,COUNTY,COUNTYCC,COUNTYNS,COUSUB,COUSUBCC,COUSUBNS,SUBMCD,SUBMCDCC,SUBMCDNS,ESTATE,ESTATECC,ESTATENS,CONCIT,CONCITCC,CONCITNS,PLACE,PLACECC,PLACENS,TRACT,BLKGRP,BLOCK,AIANHH,AIHHTLI,AIANHHFP,AIANHHCC,AIANHHNS,AITS,AITSFP,AITSCC,AITSNS,TTRACT,TBLKGRP,ANRC,ANRCCC,ANRCNS,CBSA,MEMI,CSA,METDIV,NECTA,NMEMI,CNECTA,NECTADIV,CBSAPCI,NECTAPCI,UA,UATYPE,UR,CD116,CD118,CD119,CD120,CD121,SLDU18,SLDU22,SLDU24,SLDU26,SLDU28,SLDL18,SLDL22,SLDL24,SLDL26,SLDL28,VTD,VTDI,ZCTA,SDELM,SDSEC,SDUNI,PUMA,AREALAND,AREAWATR,BASENAME,NAME,FUNCSTAT,GCUNI,POP100,HU100,INTPTLAT,INTPTLON,LSADC,PARTFLAG,UGA,P0010001,P0010002,P0010003,P0010004,P0010005,P0010006,P0010007,P0010008,P0010009,P0010010,P0010011,P0010012,P0010013,P0010014,P0010015,P0010016,P0010017,P0010018,P0010019,P0010020,P0010021,P0010022,P0010023,P0010024,P0010025,P0010026,P0010027,P0010028,P0010029,P0010030,P0010031,P0010032,P0010033,P0010034,P0010035,P0010036,P0010037,P0010038,P0010039,P0010040,P0010041,P0010042,P0010043,P0010044,P0010045,P0010046,P0010047,P0010048,P0010049,P0010050,P0010051,P0010052,P0010053,P0010054,P0010055,P0010056,P0010057,P0010058,P0010059,P0010060,P0010061,P0010062,P0010063,P0010064,P0010065,P0010066,P0010067,P0010068,P0010069,P0010070,P0010071,P0020001,P0020002,P0020003,P0020004,P0020005,P0020006,P0020007,P0020008,P0020009,P0020010,P0020011,P0020012,P0020013,P0020014,P0020015,P0020016,P0020017,P0020018,P0020019,P0020020,P0020021,P0020022,P0020023,P0020024,P0020025,P0020026,P0020027,P0020028,P0020029,P0020030,P0020031,P0020032,P0020033,P0020034,P0020035,P0020036,P0020037,P0020038,P0020039,P0020040,P0020041,P0020042,P0020043,P0020044,P0020045,P0020046,P0020047,P0020048,P0020049,P0020050,P0020051,P0020052,P0020053,P0020054,P0020055,P0020056,P0020057,P0020058,P0020059,P0020060,P0020061,P0020062,P0020063,P0020064,P0020065,P0020066,P0020067,P0020068,P0020069,P0020070,P0020071,P0020072,P0020073
PLST,NY,155,0,0,0,3,22984,1550000US3628640099,3628640099,1,2,36,1779796,99,H1,974147,,,,,,,,,,,,,28640,C5,978992,,,,,,,,,,,,,,,,,,42900,2,464,99999,,,,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,0,4214444,Seneca,Seneca County (part),A,,0,0,42.8570252,-76.9709545,6,P,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PLST,NY,155,0,0,0,3,22985,1550000US3628761021,3628761021,1,2,36,1779796,21,H1,974109,,,,,,,,,,,,,28761,U1,2389837,,,,,,,,,,,,,,,,,,26460,2,104,99999,,,,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,9440096,40995,Columbia,Columbia County (part),A,,1121,614,42.1346184,-73.8905425,6,P,,1121,1057,999,17,5,19,0,17,64,62,6,14,3,0,32,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1121,49,1072,1028,984,17,3,19,0,5,44,44,6,14,3,0,14,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PLST,NY,155,0,0,0,3,22986,1550000US3628860021,3628860021,1,2,36,1779796,21,H1,974109,,,,,,,,,,,,,28860,U1,2389838,,,,,,,,,,,,,,,,,,26460,2,104,99999,,,,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,4207695,27984,Columbia,Columbia County (part),A,,623,280,42.3283314,-73.6175504,6,P,,623,592,576,2,2,6,0,6,31,31,2,8,1,0,19,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,623,21,602,580,567,2,2,6,0,3,22,22,2,8,1,0,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PLST,NY,155,0,0,0,3,22987,1550000US3628959077,3628959077,1,2,36,1779796,77,H1,974137,,,,,,,,,,,,,28959,C1,2390859,,,,,,,,,,,,,,,,,,36580,2,999,99999,,,,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,2596844,0,Otsego,Otsego County (part),A,,308,198,42.4705443,-75.3239686,6,P,,308,292,286,4,0,0,0,2,16,16,2,11,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,308,6,302,289,285,3,0,0,0,1,13,13,2,8,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PLST,NY,155,0,0,0,3,22988,1550000US3628990103,3628990103,1,2,36,1779796,103,H1,974149,,,,,,,,,,,,,28990,U2,2584260,,,,,,,,,,,,,,,,,,35620,1,408,35004,,,,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,12964649,26870941,Suffolk,Suffolk County (part),A,,185,137,40.6361511,-73.3837752,6,P,,185,181,175,2,0,2,0,2,4,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,2,183,179,173,2,0,2,0,2,4,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PLST,NY,155,0,0,0,3,22989,1550000US3629014111,3629014111,1,2,36,1779796,111,H1,974153,,,,,,,,,,,,,29014,U1,2389844,,,,,,,,,,,,,,,,,,28740,1,408,99999,,,,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,4186593,1738268,Ulster,Ulster County (part),A,,2013,934,42.0482969,-73.9535651,6,P,,2013,1865,1698,60,8,43,0,56,148,147,23,26,3,2,88,0,0,0,1,0,0,4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,163,1850,1762,1657,57,0,40,0,8,88,88,20,21,2,2,42,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PLST,NY,155,0,0,0,3,22990,1550000US3629058007,3629058007,1,2,36,1779796,7,H1,974102,,,,,,,,,,,,,29058,U1,2631230,,,,,,,,,,,,,,,,,,13780,1,999,99999,,,,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,2555090,0,Broome,Broome County (part),A,,446,196,42.2611773,-76.0064433,6,P,,446,428,423,4,0,0,0,1,18,16,3,8,0,0,3,0,0,0,2,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,446,14,432,417,415,1,0,0,0,1,15,13,3,8,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PLST,NY,155,0,0,0,3,22991,1550000US3629113059,3629113059,1,2,36,1779796,59,H1,974128,,,,,,,,,,,,,29113,C5,979003,,,,,,,,,,,,,,,,,,35620,1,408,35004,,,,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,17243917,32598438,Nassau,Nassau County (part),A,,28365,10793,40.8673577,-73.6276451,6,P,,28365,24559,16207,1765,214,1465,4,4904,3806,3709,185,60,168,0,3015,26,21,5,120,11,0,71,3,18,6,83,17,2,0,30,0,0,20,0,10,0,0,0,2,0,1,0,0,1,0,0,14,4,0,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28365,9752,18613,18055,14775,1595,58,1449,2,176,558,534,132,55,150,0,90,25,21,5,31,10,0,2,3,10,0,21,10,2,0,4,0,0,0,0,2,0,0,0,1,0,1,0,0,1,0,0,3,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PLST,NY,155,0,0,0,3,22992,1550000US3629245059,3629245059,1,2,36,1779796,59,H1,974128,,,,,,,,,,,,,29245,U1,2389848,,,,,,,,,,,,,,,,,,35620,1,408,35004,,,,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,4254606,0,Nassau,Nassau County (part),A,,4837,1787,40.843976,-73.6179305,6,P,,4837,4490,3902,34,9,331,0,214,347,321,14,10,39,1,227,1,0,0,20,0,0,3,0,4,2,25,6,4,0,3,0,0,1,0,6,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4837,546,4291,4176,3786,32,2,330,0,26,115,94,10,7,37,1,35,1,0,0,0,0,0,2,0,1,0,20,6,4,0,1,0,0,1,0,3,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PLST,NY,155,0,0,0,3,22993,1550000US3629322045,3629322045,1,2,36,1779796,45,H1,974121,,,,,,,,,,,,,29322,C1,2390860,,,,,,,,,,,,,,,,,,48060,1,999,99999,,,,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,1849551,103094,Jefferson,Jefferson County (part),A,,452,200,43.9999163,-75.9500381,6,P,,452,419,414,4,1,0,0,0,33,33,1,21,0,0,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,452,9,443,417,412,4,1,0,0,0,26,26,1,21,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PLST,NY,155,0,0,0,3,22994,1550000US3629333113,3629333113,1,2,36,1779796,113,H1,974154,,,,,,,,,,,,,29333,C5,979004,,,,,,,,,,,,,,,,,,24020,1,104,99999,,,,,Y,N,,,,,,,,,,,,,,,,,,,,,,,,,,9972878,358646,Warren,Warren County (part),A,,14830,7430,43.3120307,-73.6477479,6,P,,14830,13862,13159,334,45,179,0,145,968,912,203,304,64,1,323,10,0,0,4,0,0,1,1,0,1,49,9,1,0,20,9,0,2,1,2,0,0,0,2,0,2,1,0,0,0,0,5,0,0,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,14830,552,14278,13505,12958,299,40,166,0,42,773,747,187,293,62,1,189,9,0,0,3,0,0,1,1,0,1,25,8,1,0,5,7,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PLST,NY,155,0,0,0,3,22995,1550000US3629338113,3629338113,1,2,36,1779796,113,H1,974154,,,,,,,,,,,,,29338,U2,2389853,,,,,,,,,,,,,,,,,,24020,1,104,99999,,,,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,21694877,228682,Warren,Warren County (part),A,,9530,4692,43.3348066,-73.683801,6,P,,9530,9017,8637,102,23,167,1,87,513,502,101,128,41,1,218,0,0,0,8,0,0,5,0,0,0,11,0,1,0,1,4,0,2,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9530,267,9263,8834,8526,94,15,167,0,32,429,423,101,124,41,1,147,0,0,0,8,0,0,1,0,0,0,6,0,1,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PLST,NY,155,0,0,0,3,22996,1550000US3629421059,3629421059,1,2,36,1779796,59,H1,974128,,,,,,,,,,,,,29421,U1,2389855,,,,,,,,,,,,,,,,,,35620,1,408,35004,,,,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,2511122,0,Nassau,Nassau County (part),A,,3948,1422,40.8282535,-73.6348588,6,P,,3948,3676,3295,25,8,240,1,107,272,261,22,10,42,0,174,2,0,0,4,0,0,5,0,2,0,9,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3948,355,3593,3501,3212,25,3,236,1,24,92,91,18,9,39,0,24,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PLST,NY,155,0,0,0,3,22997,1550000US3629443035,3629443035,1,2,36,1779796,35,H1,974116,,,,,,,,,,,,,29443,C5,979006,,,,,,,,,,,,,,,,,,24100,2,104,99999,,,,,Y,N,,,,,,,,,,,,,,,,,,,,,,,,,,13069249,21746,Fulton,Fulton County (part),A,,15131,7479,43.0519166,-74.3424123,6,P,,15131,14022,12965,586,55,93,3,320,1109,1048,239,327,33,3,394,4,3,0,25,8,0,0,3,4,5,50,33,4,0,7,0,0,1,0,3,1,0,0,1,0,0,0,0,0,0,0,9,1,0,2,0,4,0,1,0,1,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,15131,889,14242,13393,12682,530,34,92,0,55,849,808,211,301,30,3,233,4,2,0,9,6,0,0,3,4,2,37,25,4,0,6,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0
PLST,NY,155,0,0,0,3,22998,1550000US3629476119,3629476119,1,2,36,1779796,119,H1,974157,,,,,,,,,,,,,29476,U2,2389861,,,,,,,,,,,,,,,,,,35620,1,408,35614,,,,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,6243569,335370,Westchester,Westchester County (part),A,,1628,683,41.2901845,-73.6704194,6,P,,1628,1492,1312,43,10,59,0,68,136,129,15,12,22,0,78,0,2,0,0,0,0,0,0,0,0,7,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1628,175,1453,1389,1276,40,3,58,0,12,64,61,15,9,20,0,17,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PLST,NY,155,0,0,0,3,22999,1550000US3629509103,3629509103,1,2,36,1779796,103,H1,974149,,,,,,,,,,,,,29509,U1,2389862,,,,,,,,,,,,,,,,,,35620,1,408,35004,,,,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,4413705,35802,Suffolk,Suffolk County (part),A,,3981,1131,40.8573516,-72.9660385,6,P,,3981,3486,847,1529,87,95,0,928,495,448,55,25,5,0,252,39,12,0,49,0,0,4,0,7,0,41,22,2,0,1,0,0,10,0,0,0,1,0,5,0,0,0,0,0,0,0,6,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3981,1479,2502,2319,649,1478,55,91,0,46,183,162,47,21,3,0,20,37,12,0,19,0,0,0,0,3,0,20,16,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PLST,NY,155,0,0,0,3,23000,1550000US3629520069,3629520069,1,2,36,1779796,69,H1,974133,,,,,,,,,,,,,29520,U1,2628049,,,,,,,,,,,,,,,,,,40380,1,464,99999,,,,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,5214126,0,Ontario,Ontario County (part),A,,604,271,42.7967053,-77.1336819,6,P,,604,584,560,7,1,1,0,15,20,19,0,10,5,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,604,8,596,578,557,7,1,1,0,12,18,18,0,10,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PLST,NY,155,0,0,0,3,23001,1550000US3629542071,3629542071,1,2,36,1779796,71,H1,974134,,,,,,,,,,,,,29542,C1,2390861,,,,,,,,,,,,,,,,,,39100,1,408,99999,,,,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,8599613,0,Orange,Orange County (part),A,,5777,2515,41.4013641,-74.3259848,6,P,,5777,5260,4230,303,31,185,2,509,517,490,39,17,34,4,350,7,7,0,24,2,0,0,0,3,3,23,10,3,0,4,0,0,1,0,3,0,0,0,0,0,2,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5777,1205,4572,4422,3964,260,5,169,1,23,150,138,28,17,27,3,44,7,7,0,0,2,0,0,0,0,3,11,7,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
PLST,NY,155,0,0,0,3,23002,1550000US3629597089,3629597089,1,2,36,1779796,89,H1,977309,,,,,,,,,,,,,29597,C1,2390862,,,,,,,,,,,,,,,,,,36300,2,999,99999,,,,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,5676076,225777,St. Lawrence,St. Lawrence County (part),A,,3526,1745,44.3342561,-75.4665894,6,P,,3526,3400,3341,23,15,7,3,11,126,123,19,62,7,0,29,2,0,1,2,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3526,58,3468,3359,3315,20,12,7,3,2,109,106,14,62,7,0,18,2,0,1,1,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PLST,NY,155,0,0,0,3,23003,1550000US3629630009,3629630009,1,2,36,1779796,9,H1,974103,,,,,,,,,,,,,29630,C1,2390863,,,,,,,,,,,,,,,,,,36460,2,160,99999,,,,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,2702196,7534,Cattaraugus,Cattaraugus County (part),A,,1759,868,42.4590317,-78.9348094,6,P,,1759,1680,1569,18,78,9,0,6,79,73,9,53,4,0,7,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1759,40,1719,1646,1542,15,77,9,0,3,73,69,8,51,4,0,6,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PLST,NY,155,0,0,0,3,23004,1550000US3629630029,3629630029,1,2,36,1779796,29,H1,974113,,,,,,,,,,,,,29630,C1,2390863,,,,,,,,,,,,,,,,,,15380,1,160,99999,,,,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,1423167,34273,Erie,Erie County (part),A,,754,407,42.4680055,-78.9365823,6,P,,754,713,641,8,50,2,0,12,41,38,4,16,6,1,10,0,0,0,0,0,0,0,0,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,754,31,723,690,636,8,43,2,0,1,33,30,4,11,6,1,7,0,0,0,0,0,0,0,0,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
PLST,NY,155,0,0,0,3,23005,1550000US3629707105,3629707105,1,2,36,1779796,105,H1,974150,,,,,,,,,,,,,29707,U1,2806965,,,,,,,,,,,,,,,,,,99999,9,999,99999,,,,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,3814856,0,Sullivan,Sullivan County (part),A,,360,199,41.8497996,-74.5505515,6,P,,360,339,294,14,1,15,0,15,21,18,2,5,1,0,9,0,0,0,0,0,0,1,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360,36,324,309,278,14,1,15,0,1,15,12,2,5,1,0,3,0,0,0,0,0,0,1,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PLST,NY,155,0,0,0,3,23006,1550000US3629872087,3629872087,1,2,36,1779796,87,H1,974142,,,,,,,,,,,,,29872,C1,2390864,,,,,,,,,,,,,,,,,,35620,1,408,35614,,,,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,453623,0,Rockland,Rockland County (part),A,,246,140,41.0714771,-73.9206238,6,P,,246,229,221,3,0,1,0,4,17,16,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246,20,226,225,221,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PLST,NY,155,0,0,0,3,23007,1550000US3629894029,3629894029,1,2,36,1779796,29,H1,974113,,,,,,,,,,,,,29894,U1,2584261,,,,,,,,,,,,,,,,,,15380,1,160,99999,,,,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,4871934,955179,Erie,Erie County (part),A,,4805,1994,42.9894265,-78.9520205,6,P,,4805,4561,4297,91,29,105,0,39,244,232,39,55,32,0,104,0,0,0,2,0,0,0,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4805,165,4640,4467,4246,88,25,105,0,3,173,161,33,55,32,0,41,0,0,0,0,0,0,0,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PLST,NY,155,0,0,0,3,23008,1550000US3630026115,3630026115,1,2,36,1779796,115,H1,974155,,,,,,,,,,,,,30026,C1,2390865,,,,,,,,,,,,,,,,,,24020,1,104,99999,,,,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,4012565,474,Washington,Washington County (part),A,,2404,1118,43.4057427,-73.263226,6,P,,2404,2290,2229,21,8,23,0,9,114,111,28,50,2,1,26,0,0,0,3,0,0,0,1,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2404,36,2368,2269,2215,21,6,23,0,4,99,97,28,50,2,1,15,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PLST,NY,155,0,0,0,3,23009,1550000US3630136045,3630136045,1,2,36,1779796,45,H1,974121,,,,,,,,,,,,,30136,U1,2389866,,,,,,,,,,,,,,,,,,48060,1,999,99999,,,,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,14999591,241315,Jefferson,Jefferson County (part),A,,807,386,44.036026,-75.7088571,6,P,,807,769,734,17,4,4,0,10,38,33,4,10,2,0,15,1,0,0,0,0,0,1,0,0,0,5,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,807,36,771,749,720,17,4,4,0,4,22,19,3,8,2,0,5,1,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
